Hospital Name,City,State,ZIP,Address,Service Name,Service Code,Department,Price (USD),Insurance Accepted,Average Wait Time (min),Hospital Rating
Hospital 45,City 5,State 5,36786,"109 Main St, City 5, State 5",Ultrasound,76801,Radiology,13455,Private,30,4.2
Hospital 46,City 6,State 6,57968,"426 Main St, City 6, State 6",MRI,70551,Radiology,11328,Medicare,15,3.8
Hospital 46,City 6,State 6,14913,"800 Main St, City 6, State 6",X-Ray,71020,Radiology,17325,Uninsured,54,4.4
Hospital 46,City 6,State 6,87964,"884 Main St, City 6, State 6",Blood Test,85025,Laboratory,7655,Medicare,48,2.9
Hospital 46,City 6,State 6,32473,"830 Main St, City 6, State 6",Appendectomy,44950,Surgery,7502,Private,29,4.9
Hospital 46,City 6,State 6,61248,"313 Main St, City 6, State 6",CT Scan,71260,Radiology,1715,Uninsured,38,4.3
Hospital 46,City 6,State 6,51783,"434 Main St, City 6, State 6",Physical Exam,99386,General,14821,Uninsured,54,3.7
Hospital 46,City 6,State 6,82930,"476 Main St, City 6, State 6",Knee Replacement,27447,Orthopedics,781,Medicare,13,4.1
Hospital 46,City 6,State 6,81633,"534 Main St, City 6, State 6",Cardiac Stress Test,93015,Cardiology,14077,Private,48,2.9
Hospital 46,City 6,State 6,35109,"666 Main St, City 6, State 6",Colonoscopy,45378,Gastroenterology,13473,Uninsured,25,4.9
Hospital 46,City 6,State 6,61776,"818 Main St, City 6, State 6",Ultrasound,76801,Radiology,17940,Private,30,2.7
Hospital 47,City 7,State 7,72647,"848 Main St, City 7, State 7",MRI,70551,Radiology,4456,Uninsured,46,2.8
Hospital 47,City 7,State 7,11672,"321 Main St, City 7, State 7",X-Ray,71020,Radiology,12365,Private,26,4.3
Hospital 47,City 7,State 7,11613,"960 Main St, City 7, State 7",Blood Test,85025,Laboratory,16302,Medicare,19,3.2
Hospital 47,City 7,State 7,88410,"557 Main St, City 7, State 7",Appendectomy,44950,Surgery,14719,Uninsured,52,4.1
Hospital 47,City 7,State 7,43582,"726 Main St, City 7, State 7",CT Scan,71260,Radiology,10471,Uninsured,49,3.4
Hospital 47,City 7,State 7,52756,"397 Main St, City 7, State 7",Physical Exam,99386,General,17032,Uninsured,44,5
Hospital 47,City 7,State 7,65651,"872 Main St, City 7, State 7",Knee Replacement,27447,Orthopedics,17049,Private,52,3.8
Hospital 47,City 7,State 7,34973,"684 Main St, City 7, State 7",Cardiac Stress Test,93015,Cardiology,10513,Medicare,25,4.2
Hospital 47,City 7,State 7,42742,"102 Main St, City 7, State 7",Colonoscopy,45378,Gastroenterology,12701,Private,43,3.5
Hospital 47,City 7,State 7,25499,"687 Main St, City 7, State 7",Ultrasound,76801,Radiology,6501,Private,51,4.7
Hospital 48,City 8,State 8,23533,"767 Main St, City 8, State 8",MRI,70551,Radiology,14784,Private,18,2.8
Hospital 48,City 8,State 8,49755,"432 Main St, City 8, State 8",X-Ray,71020,Radiology,18635,Uninsured,8,3.3
Hospital 48,City 8,State 8,22309,"130 Main St, City 8, State 8",Blood Test,85025,Laboratory,7092,Uninsured,26,4.3
Hospital 48,City 8,State 8,36187,"145 Main St, City 8, State 8",Appendectomy,44950,Surgery,17797,Medicare,24,4
Hospital 48,City 8,State 8,85671,"562 Main St, City 8, State 8",CT Scan,71260,Radiology,5383,Private,31,4.3
Hospital 48,City 8,State 8,49626,"162 Main St, City 8, State 8",Physical Exam,99386,General,3307,Private,34,3.6
Hospital 48,City 8,State 8,65159,"355 Main St, City 8, State 8",Knee Replacement,27447,Orthopedics,12660,Medicare,53,4.9
Hospital 48,City 8,State 8,76721,"230 Main St, City 8, State 8",Cardiac Stress Test,93015,Cardiology,12673,Uninsured,6,4.8
Hospital 48,City 8,State 8,73548,"289 Main St, City 8, State 8",Colonoscopy,45378,Gastroenterology,15319,Medicare,26,2.6
Hospital 48,City 8,State 8,30766,"913 Main St, City 8, State 8",Ultrasound,76801,Radiology,1795,Uninsured,20,3.9
Hospital 49,City 9,State 9,92776,"433 Main St, City 9, State 9",MRI,70551,Radiology,13259,Medicare,42,4.8
Hospital 49,City 9,State 9,74215,"546 Main St, City 9, State 9",X-Ray,71020,Radiology,2010,Uninsured,7,4.8
Hospital 49,City 9,State 9,79551,"127 Main St, City 9, State 9",Blood Test,85025,Laboratory,13587,Medicare,22,3.1
Hospital 49,City 9,State 9,36593,"372 Main St, City 9, State 9",Appendectomy,44950,Surgery,15304,Medicare,26,2.9
Hospital 49,City 9,State 9,94848,"918 Main St, City 9, State 9",CT Scan,71260,Radiology,6122,Medicare,31,3.4
Hospital 49,City 9,State 9,68714,"501 Main St, City 9, State 9",Physical Exam,99386,General,8694,Medicare,38,4.4
Hospital 49,City 9,State 9,26351,"424 Main St, City 9, State 9",Knee Replacement,27447,Orthopedics,14979,Uninsured,39,4.6
Hospital 49,City 9,State 9,64825,"194 Main St, City 9, State 9",Cardiac Stress Test,93015,Cardiology,9598,Medicare,6,4.8
Hospital 49,City 9,State 9,81807,"806 Main St, City 9, State 9",Colonoscopy,45378,Gastroenterology,5569,Uninsured,53,4.6
Hospital 49,City 9,State 9,59352,"792 Main St, City 9, State 9",Ultrasound,76801,Radiology,6240,Private,5,3.1
Hospital 50,City 10,State 10,76139,"659 Main St, City 10, State 10",MRI,70551,Radiology,9784,Uninsured,32,3.8
Hospital 50,City 10,State 10,43682,"190 Main St, City 10, State 10",X-Ray,71020,Radiology,14903,Private,52,3.4
Hospital 50,City 10,State 10,46151,"403 Main St, City 10, State 10",Blood Test,85025,Laboratory,9148,Uninsured,32,3.1
Hospital 50,City 10,State 10,69842,"610 Main St, City 10, State 10",Appendectomy,44950,Surgery,12172,Private,23,2.7
Hospital 50,City 10,State 10,71743,"710 Main St, City 10, State 10",CT Scan,71260,Radiology,16461,Medicare,29,4.8
Hospital 50,City 10,State 10,71621,"866 Main St, City 10, State 10",Physical Exam,99386,General,19486,Private,47,3.3
Hospital 50,City 10,State 10,10502,"305 Main St, City 10, State 10",Knee Replacement,27447,Orthopedics,19359,Uninsured,53,4.5
Hospital 50,City 10,State 10,96211,"964 Main St, City 10, State 10",Cardiac Stress Test,93015,Cardiology,2850,Medicare,53,2.6
Hospital 50,City 10,State 10,31006,"213 Main St, City 10, State 10",Colonoscopy,45378,Gastroenterology,6041,Private,59,4.2
Hospital 50,City 10,State 10,21086,"597 Main St, City 10, State 10",Ultrasound,76801,Radiology,10480,Medicare,14,3.1
Hospital 51,City 11,State 1,19341,"188 Main St, City 11, State 1",MRI,70551,Radiology,12072,Private,18,2.9
Hospital 51,City 11,State 1,28402,"540 Main St, City 11, State 1",X-Ray,71020,Radiology,13001,Uninsured,17,3.7
Hospital 51,City 11,State 1,85868,"786 Main St, City 11, State 1",Blood Test,85025,Laboratory,9261,Medicare,30,3.6
Hospital 51,City 11,State 1,79842,"389 Main St, City 11, State 1",Appendectomy,44950,Surgery,7896,Medicare,40,3.7
Hospital 51,City 11,State 1,26777,"427 Main St, City 11, State 1",CT Scan,71260,Radiology,3533,Uninsured,32,3.6
Hospital 51,City 11,State 1,36072,"805 Main St, City 11, State 1",Physical Exam,99386,General,1031,Private,25,2.5
Hospital 51,City 11,State 1,29398,"655 Main St, City 11, State 1",Knee Replacement,27447,Orthopedics,17172,Uninsured,12,3.1
Hospital 51,City 11,State 1,59933,"247 Main St, City 11, State 1",Cardiac Stress Test,93015,Cardiology,282,Medicare,54,3.7
Hospital 51,City 11,State 1,34182,"932 Main St, City 11, State 1",Colonoscopy,45378,Gastroenterology,8814,Private,9,4.2
Hospital 51,City 11,State 1,66663,"421 Main St, City 11, State 1",Ultrasound,76801,Radiology,7674,Medicare,44,3.2
Hospital 52,City 12,State 2,79332,"448 Main St, City 12, State 2",MRI,70551,Radiology,5769,Medicare,37,4
Hospital 52,City 12,State 2,30606,"513 Main St, City 12, State 2",X-Ray,71020,Radiology,5346,Medicare,7,2.7
Hospital 52,City 12,State 2,18914,"882 Main St, City 12, State 2",Blood Test,85025,Laboratory,18804,Private,27,4.6
Hospital 52,City 12,State 2,42577,"256 Main St, City 12, State 2",Appendectomy,44950,Surgery,2544,Private,23,4.9
Hospital 52,City 12,State 2,79585,"245 Main St, City 12, State 2",CT Scan,71260,Radiology,1077,Private,10,4.9
Hospital 52,City 12,State 2,57444,"630 Main St, City 12, State 2",Physical Exam,99386,General,3472,Uninsured,24,3.7
Hospital 52,City 12,State 2,97337,"853 Main St, City 12, State 2",Knee Replacement,27447,Orthopedics,9765,Medicare,41,3.7
Hospital 52,City 12,State 2,93842,"110 Main St, City 12, State 2",Cardiac Stress Test,93015,Cardiology,10172,Medicare,58,4.5
Hospital 52,City 12,State 2,19124,"466 Main St, City 12, State 2",Colonoscopy,45378,Gastroenterology,665,Uninsured,30,3.3
Hospital 52,City 12,State 2,80973,"154 Main St, City 12, State 2",Ultrasound,76801,Radiology,16762,Private,41,4.7
Hospital 53,City 13,State 3,95613,"439 Main St, City 13, State 3",MRI,70551,Radiology,9772,Private,8,2.6
Hospital 53,City 13,State 3,39142,"921 Main St, City 13, State 3",X-Ray,71020,Radiology,5113,Medicare,53,4.2
Hospital 53,City 13,State 3,31778,"700 Main St, City 13, State 3",Blood Test,85025,Laboratory,12179,Uninsured,11,2.9
Hospital 53,City 13,State 3,85365,"942 Main St, City 13, State 3",Appendectomy,44950,Surgery,7713,Medicare,5,3
Hospital 53,City 13,State 3,40218,"348 Main St, City 13, State 3",CT Scan,71260,Radiology,7778,Private,17,3
Hospital 53,City 13,State 3,89361,"631 Main St, City 13, State 3",Physical Exam,99386,General,11488,Uninsured,12,4.4
Hospital 53,City 13,State 3,20751,"787 Main St, City 13, State 3",Knee Replacement,27447,Orthopedics,4324,Uninsured,35,2.6
Hospital 53,City 13,State 3,53803,"767 Main St, City 13, State 3",Cardiac Stress Test,93015,Cardiology,498,Uninsured,11,2.7
Hospital 53,City 13,State 3,81960,"567 Main St, City 13, State 3",Colonoscopy,45378,Gastroenterology,3243,Medicare,53,4.2
Hospital 53,City 13,State 3,61961,"500 Main St, City 13, State 3",Ultrasound,76801,Radiology,15362,Uninsured,38,2.9
Hospital 54,City 14,State 4,69268,"690 Main St, City 14, State 4",MRI,70551,Radiology,13611,Medicare,15,3.3
Hospital 54,City 14,State 4,86663,"581 Main St, City 14, State 4",X-Ray,71020,Radiology,8297,Medicare,57,4.9
Hospital 54,City 14,State 4,56415,"817 Main St, City 14, State 4",Blood Test,85025,Laboratory,2929,Private,27,4.4
Hospital 54,City 14,State 4,91251,"175 Main St, City 14, State 4",Appendectomy,44950,Surgery,4364,Private,10,2.8
Hospital 54,City 14,State 4,96581,"166 Main St, City 14, State 4",CT Scan,71260,Radiology,16391,Private,17,3.6
Hospital 54,City 14,State 4,79980,"460 Main St, City 14, State 4",Physical Exam,99386,General,3863,Private,20,3.5
Hospital 54,City 14,State 4,35532,"432 Main St, City 14, State 4",Knee Replacement,27447,Orthopedics,7116,Medicare,11,4.6
Hospital 54,City 14,State 4,99438,"499 Main St, City 14, State 4",Cardiac Stress Test,93015,Cardiology,10461,Uninsured,31,4.9
Hospital 54,City 14,State 4,11062,"630 Main St, City 14, State 4",Colonoscopy,45378,Gastroenterology,12647,Private,24,3.2
Hospital 54,City 14,State 4,53384,"662 Main St, City 14, State 4",Ultrasound,76801,Radiology,7347,Medicare,34,4.4
Hospital 55,City 15,State 5,15172,"202 Main St, City 15, State 5",MRI,70551,Radiology,1037,Uninsured,55,2.6
Hospital 55,City 15,State 5,46854,"126 Main St, City 15, State 5",X-Ray,71020,Radiology,9329,Medicare,57,3.1
Hospital 55,City 15,State 5,54393,"500 Main St, City 15, State 5",Blood Test,85025,Laboratory,4367,Medicare,16,2.9
Hospital 55,City 15,State 5,11616,"255 Main St, City 15, State 5",Appendectomy,44950,Surgery,5552,Private,9,4
Hospital 55,City 15,State 5,62300,"122 Main St, City 15, State 5",CT Scan,71260,Radiology,15939,Private,29,4
Hospital 55,City 15,State 5,41566,"870 Main St, City 15, State 5",Physical Exam,99386,General,19014,Uninsured,40,3.9
Hospital 55,City 15,State 5,97932,"876 Main St, City 15, State 5",Knee Replacement,27447,Orthopedics,18629,Uninsured,54,3.1
Hospital 55,City 15,State 5,36122,"766 Main St, City 15, State 5",Cardiac Stress Test,93015,Cardiology,8207,Medicare,52,4.7
Hospital 55,City 15,State 5,10640,"952 Main St, City 15, State 5",Colonoscopy,45378,Gastroenterology,8822,Private,40,4.2
Hospital 55,City 15,State 5,23277,"223 Main St, City 15, State 5",Ultrasound,76801,Radiology,5843,Medicare,34,3.8
Hospital 56,City 16,State 6,80388,"700 Main St, City 16, State 6",MRI,70551,Radiology,13982,Uninsured,27,2.8
Hospital 56,City 16,State 6,69821,"170 Main St, City 16, State 6",X-Ray,71020,Radiology,7126,Medicare,7,4.3
Hospital 56,City 16,State 6,75258,"751 Main St, City 16, State 6",Blood Test,85025,Laboratory,16533,Private,27,4.8
Hospital 56,City 16,State 6,77447,"366 Main St, City 16, State 6",Appendectomy,44950,Surgery,14327,Uninsured,26,3.6
Hospital 56,City 16,State 6,55478,"827 Main St, City 16, State 6",CT Scan,71260,Radiology,4065,Uninsured,8,3.9
Hospital 56,City 16,State 6,90995,"258 Main St, City 16, State 6",Physical Exam,99386,General,12820,Medicare,31,3.5
Hospital 56,City 16,State 6,15412,"144 Main St, City 16, State 6",Knee Replacement,27447,Orthopedics,13385,Private,6,3.9
Hospital 56,City 16,State 6,79582,"759 Main St, City 16, State 6",Cardiac Stress Test,93015,Cardiology,18711,Uninsured,20,3.9
Hospital 56,City 16,State 6,82369,"529 Main St, City 16, State 6",Colonoscopy,45378,Gastroenterology,16700,Medicare,59,4.9
Hospital 56,City 16,State 6,95100,"290 Main St, City 16, State 6",Ultrasound,76801,Radiology,1296,Uninsured,14,4.7
Hospital 57,City 17,State 7,77880,"659 Main St, City 17, State 7",MRI,70551,Radiology,11286,Medicare,53,4.4
Hospital 57,City 17,State 7,48040,"409 Main St, City 17, State 7",X-Ray,71020,Radiology,7945,Private,50,3.5
Hospital 57,City 17,State 7,10552,"855 Main St, City 17, State 7",Blood Test,85025,Laboratory,13708,Uninsured,35,4.8
Hospital 57,City 17,State 7,35522,"817 Main St, City 17, State 7",Appendectomy,44950,Surgery,12866,Medicare,43,3.7
Hospital 57,City 17,State 7,54393,"417 Main St, City 17, State 7",CT Scan,71260,Radiology,145,Uninsured,49,3.7
Hospital 57,City 17,State 7,12194,"402 Main St, City 17, State 7",Physical Exam,99386,General,15609,Uninsured,15,5
Hospital 57,City 17,State 7,26665,"870 Main St, City 17, State 7",Knee Replacement,27447,Orthopedics,6113,Uninsured,27,4.8
Hospital 57,City 17,State 7,62176,"370 Main St, City 17, State 7",Cardiac Stress Test,93015,Cardiology,464,Private,27,3.9
Hospital 57,City 17,State 7,40915,"469 Main St, City 17, State 7",Colonoscopy,45378,Gastroenterology,12381,Medicare,7,3.7
Hospital 57,City 17,State 7,96069,"134 Main St, City 17, State 7",Ultrasound,76801,Radiology,10722,Private,58,4
Hospital 58,City 18,State 8,95238,"844 Main St, City 18, State 8",MRI,70551,Radiology,512,Private,26,4.8
Hospital 58,City 18,State 8,21160,"279 Main St, City 18, State 8",X-Ray,71020,Radiology,16141,Private,42,3.4
Hospital 58,City 18,State 8,93699,"875 Main St, City 18, State 8",Blood Test,85025,Laboratory,11136,Private,9,3.8
Hospital 58,City 18,State 8,98623,"149 Main St, City 18, State 8",Appendectomy,44950,Surgery,5302,Medicare,15,4.7
Hospital 58,City 18,State 8,21588,"343 Main St, City 18, State 8",CT Scan,71260,Radiology,11016,Uninsured,45,3
Hospital 58,City 18,State 8,66491,"303 Main St, City 18, State 8",Physical Exam,99386,General,5425,Uninsured,37,4.5
Hospital 58,City 18,State 8,86210,"722 Main St, City 18, State 8",Knee Replacement,27447,Orthopedics,5524,Medicare,44,4.1
Hospital 58,City 18,State 8,27932,"196 Main St, City 18, State 8",Cardiac Stress Test,93015,Cardiology,17168,Uninsured,7,3.4
Hospital 58,City 18,State 8,62766,"439 Main St, City 18, State 8",Colonoscopy,45378,Gastroenterology,5561,Private,34,4.9
Hospital 58,City 18,State 8,85581,"615 Main St, City 18, State 8",Ultrasound,76801,Radiology,5744,Medicare,6,2.9
Hospital 59,City 19,State 9,99486,"573 Main St, City 19, State 9",MRI,70551,Radiology,18613,Medicare,12,3.3
Hospital 59,City 19,State 9,79295,"290 Main St, City 19, State 9",X-Ray,71020,Radiology,15192,Uninsured,32,3.1
Hospital 59,City 19,State 9,35619,"156 Main St, City 19, State 9",Blood Test,85025,Laboratory,3128,Medicare,39,4.6
Hospital 59,City 19,State 9,26533,"258 Main St, City 19, State 9",Appendectomy,44950,Surgery,19051,Medicare,55,4.6
Hospital 59,City 19,State 9,50406,"517 Main St, City 19, State 9",CT Scan,71260,Radiology,7488,Private,50,4.5
Hospital 59,City 19,State 9,68604,"860 Main St, City 19, State 9",Physical Exam,99386,General,10791,Uninsured,38,4.7
Hospital 59,City 19,State 9,99095,"603 Main St, City 19, State 9",Knee Replacement,27447,Orthopedics,16715,Medicare,59,4.2
Hospital 59,City 19,State 9,66371,"451 Main St, City 19, State 9",Cardiac Stress Test,93015,Cardiology,7680,Uninsured,28,2.8
Hospital 59,City 19,State 9,91569,"983 Main St, City 19, State 9",Colonoscopy,45378,Gastroenterology,1892,Medicare,22,3.5
Hospital 59,City 19,State 9,32353,"115 Main St, City 19, State 9",Ultrasound,76801,Radiology,13850,Medicare,43,3.1
Hospital 60,City 20,State 10,71007,"527 Main St, City 20, State 10",MRI,70551,Radiology,12291,Uninsured,7,4.8
Hospital 60,City 20,State 10,68469,"931 Main St, City 20, State 10",X-Ray,71020,Radiology,19922,Medicare,44,2.6
Hospital 60,City 20,State 10,35208,"624 Main St, City 20, State 10",Blood Test,85025,Laboratory,10880,Medicare,37,4.9
Hospital 60,City 20,State 10,18296,"334 Main St, City 20, State 10",Appendectomy,44950,Surgery,15689,Uninsured,18,3.8
Hospital 60,City 20,State 10,61399,"561 Main St, City 20, State 10",CT Scan,71260,Radiology,12135,Uninsured,5,2.7
Hospital 60,City 20,State 10,56027,"674 Main St, City 20, State 10",Physical Exam,99386,General,19329,Uninsured,16,4.3
Hospital 60,City 20,State 10,43129,"249 Main St, City 20, State 10",Knee Replacement,27447,Orthopedics,17056,Uninsured,52,4
Hospital 60,City 20,State 10,69673,"158 Main St, City 20, State 10",Cardiac Stress Test,93015,Cardiology,15291,Medicare,54,4.7
Hospital 60,City 20,State 10,39078,"687 Main St, City 20, State 10",Colonoscopy,45378,Gastroenterology,15414,Uninsured,44,4.5
Hospital 60,City 20,State 10,94323,"282 Main St, City 20, State 10",Ultrasound,76801,Radiology,12798,Private,28,3.8
Hospital 61,City 1,State 1,67781,"829 Main St, City 1, State 1",MRI,70551,Radiology,4353,Private,44,4.1
Hospital 61,City 1,State 1,17397,"711 Main St, City 1, State 1",X-Ray,71020,Radiology,6041,Uninsured,51,3
Hospital 61,City 1,State 1,10933,"451 Main St, City 1, State 1",Blood Test,85025,Laboratory,14095,Private,27,3.2
Hospital 61,City 1,State 1,72287,"540 Main St, City 1, State 1",Appendectomy,44950,Surgery,16463,Medicare,24,4.9
Hospital 61,City 1,State 1,50163,"386 Main St, City 1, State 1",CT Scan,71260,Radiology,17996,Uninsured,54,3.6
Hospital 61,City 1,State 1,31865,"208 Main St, City 1, State 1",Physical Exam,99386,General,4081,Private,25,3.7
Hospital 61,City 1,State 1,75141,"570 Main St, City 1, State 1",Knee Replacement,27447,Orthopedics,12912,Uninsured,50,3.7
Hospital 61,City 1,State 1,32534,"645 Main St, City 1, State 1",Cardiac Stress Test,93015,Cardiology,18200,Private,36,3.5
Hospital 61,City 1,State 1,50087,"127 Main St, City 1, State 1",Colonoscopy,45378,Gastroenterology,14995,Medicare,29,3.2
Hospital 61,City 1,State 1,23812,"631 Main St, City 1, State 1",Ultrasound,76801,Radiology,8874,Private,18,2.6
Hospital 62,City 2,State 2,66593,"498 Main St, City 2, State 2",MRI,70551,Radiology,17909,Uninsured,19,2.8
Hospital 62,City 2,State 2,93454,"438 Main St, City 2, State 2",X-Ray,71020,Radiology,7071,Medicare,35,2.8
Hospital 62,City 2,State 2,81224,"571 Main St, City 2, State 2",Blood Test,85025,Laboratory,16391,Medicare,46,4.2
Hospital 62,City 2,State 2,32339,"822 Main St, City 2, State 2",Appendectomy,44950,Surgery,15759,Private,51,3
Hospital 62,City 2,State 2,24490,"375 Main St, City 2, State 2",CT Scan,71260,Radiology,16007,Medicare,12,4.1
Hospital 62,City 2,State 2,37182,"132 Main St, City 2, State 2",Physical Exam,99386,General,575,Uninsured,56,2.6
Hospital 62,City 2,State 2,21062,"637 Main St, City 2, State 2",Knee Replacement,27447,Orthopedics,6506,Private,16,4.6
Hospital 62,City 2,State 2,17980,"575 Main St, City 2, State 2",Cardiac Stress Test,93015,Cardiology,13056,Uninsured,25,4.8
Hospital 62,City 2,State 2,70843,"918 Main St, City 2, State 2",Colonoscopy,45378,Gastroenterology,15255,Private,28,3
Hospital 62,City 2,State 2,14174,"448 Main St, City 2, State 2",Ultrasound,76801,Radiology,18036,Medicare,38,4.6
Hospital 63,City 3,State 3,25541,"794 Main St, City 3, State 3",MRI,70551,Radiology,5924,Medicare,12,2.7
Hospital 63,City 3,State 3,69508,"331 Main St, City 3, State 3",X-Ray,71020,Radiology,17586,Private,16,3.9
Hospital 63,City 3,State 3,93996,"566 Main St, City 3, State 3",Blood Test,85025,Laboratory,12747,Private,44,4.5
Hospital 63,City 3,State 3,97714,"694 Main St, City 3, State 3",Appendectomy,44950,Surgery,4054,Uninsured,20,4
Hospital 63,City 3,State 3,29733,"843 Main St, City 3, State 3",CT Scan,71260,Radiology,12609,Uninsured,29,4.1
Hospital 63,City 3,State 3,64020,"846 Main St, City 3, State 3",Physical Exam,99386,General,18398,Private,56,4.8
Hospital 63,City 3,State 3,96138,"327 Main St, City 3, State 3",Knee Replacement,27447,Orthopedics,5791,Private,13,3.4
Hospital 63,City 3,State 3,45420,"478 Main St, City 3, State 3",Cardiac Stress Test,93015,Cardiology,3730,Medicare,46,3.3
Hospital 63,City 3,State 3,53176,"622 Main St, City 3, State 3",Colonoscopy,45378,Gastroenterology,2799,Uninsured,59,3.3
Hospital 63,City 3,State 3,75343,"413 Main St, City 3, State 3",Ultrasound,76801,Radiology,14419,Uninsured,42,2.6
Hospital 64,City 4,State 4,28065,"208 Main St, City 4, State 4",MRI,70551,Radiology,8377,Medicare,36,3.9
Hospital 64,City 4,State 4,47437,"619 Main St, City 4, State 4",X-Ray,71020,Radiology,7138,Uninsured,22,4.6
Hospital 64,City 4,State 4,96521,"705 Main St, City 4, State 4",Blood Test,85025,Laboratory,10986,Private,11,2.5
Hospital 64,City 4,State 4,71214,"647 Main St, City 4, State 4",Appendectomy,44950,Surgery,8403,Medicare,21,3.2
Hospital 64,City 4,State 4,20431,"616 Main St, City 4, State 4",CT Scan,71260,Radiology,16423,Medicare,24,2.9
Hospital 64,City 4,State 4,25089,"927 Main St, City 4, State 4",Physical Exam,99386,General,17256,Medicare,28,4.9
Hospital 64,City 4,State 4,63175,"310 Main St, City 4, State 4",Knee Replacement,27447,Orthopedics,8524,Uninsured,54,4.9
Hospital 64,City 4,State 4,26453,"809 Main St, City 4, State 4",Cardiac Stress Test,93015,Cardiology,19780,Uninsured,23,3.8
Hospital 64,City 4,State 4,43824,"757 Main St, City 4, State 4",Colonoscopy,45378,Gastroenterology,14947,Uninsured,38,3
Hospital 64,City 4,State 4,32170,"682 Main St, City 4, State 4",Ultrasound,76801,Radiology,15137,Medicare,16,3.1
Hospital 65,City 5,State 5,51477,"521 Main St, City 5, State 5",MRI,70551,Radiology,10160,Medicare,21,3.7
Hospital 65,City 5,State 5,89226,"874 Main St, City 5, State 5",X-Ray,71020,Radiology,10523,Uninsured,17,2.9
Hospital 65,City 5,State 5,40826,"208 Main St, City 5, State 5",Blood Test,85025,Laboratory,15474,Medicare,28,3.7
Hospital 65,City 5,State 5,67758,"192 Main St, City 5, State 5",Appendectomy,44950,Surgery,7877,Medicare,46,2.8
Hospital 65,City 5,State 5,55441,"698 Main St, City 5, State 5",CT Scan,71260,Radiology,13573,Uninsured,40,3.3
Hospital 65,City 5,State 5,72909,"719 Main St, City 5, State 5",Physical Exam,99386,General,2333,Private,16,4.5
Hospital 65,City 5,State 5,89113,"596 Main St, City 5, State 5",Knee Replacement,27447,Orthopedics,10592,Uninsured,32,2.7
Hospital 65,City 5,State 5,26266,"378 Main St, City 5, State 5",Cardiac Stress Test,93015,Cardiology,18485,Medicare,49,2.5
Hospital 65,City 5,State 5,68077,"441 Main St, City 5, State 5",Colonoscopy,45378,Gastroenterology,11559,Private,32,2.8
Hospital 65,City 5,State 5,92994,"226 Main St, City 5, State 5",Ultrasound,76801,Radiology,17857,Uninsured,31,3.8
Hospital 66,City 6,State 6,42489,"676 Main St, City 6, State 6",MRI,70551,Radiology,17823,Medicare,30,3.9
Hospital 66,City 6,State 6,15652,"794 Main St, City 6, State 6",X-Ray,71020,Radiology,19056,Uninsured,33,4.4
Hospital 66,City 6,State 6,14230,"483 Main St, City 6, State 6",Blood Test,85025,Laboratory,18226,Private,35,2.6
Hospital 66,City 6,State 6,82018,"650 Main St, City 6, State 6",Appendectomy,44950,Surgery,3100,Medicare,22,3.4
Hospital 66,City 6,State 6,64357,"863 Main St, City 6, State 6",CT Scan,71260,Radiology,1685,Medicare,26,3.2
Hospital 66,City 6,State 6,68082,"313 Main St, City 6, State 6",Physical Exam,99386,General,16820,Medicare,24,4.1
Hospital 66,City 6,State 6,35221,"101 Main St, City 6, State 6",Knee Replacement,27447,Orthopedics,18424,Private,32,3.2
Hospital 66,City 6,State 6,36859,"514 Main St, City 6, State 6",Cardiac Stress Test,93015,Cardiology,650,Uninsured,42,3
Hospital 66,City 6,State 6,13541,"723 Main St, City 6, State 6",Colonoscopy,45378,Gastroenterology,10350,Private,42,4
Hospital 66,City 6,State 6,16199,"413 Main St, City 6, State 6",Ultrasound,76801,Radiology,2818,Medicare,10,3.9
Hospital 67,City 7,State 7,82824,"753 Main St, City 7, State 7",MRI,70551,Radiology,13740,Private,38,2.8
Hospital 67,City 7,State 7,83261,"271 Main St, City 7, State 7",X-Ray,71020,Radiology,2400,Medicare,7,4.2
Hospital 67,City 7,State 7,58258,"363 Main St, City 7, State 7",Blood Test,85025,Laboratory,6592,Private,41,4.2
Hospital 67,City 7,State 7,22153,"801 Main St, City 7, State 7",Appendectomy,44950,Surgery,14635,Uninsured,37,3.7
Hospital 67,City 7,State 7,82937,"582 Main St, City 7, State 7",CT Scan,71260,Radiology,7398,Private,35,4.8
Hospital 67,City 7,State 7,40910,"945 Main St, City 7, State 7",Physical Exam,99386,General,5600,Uninsured,10,3.7
Hospital 67,City 7,State 7,65006,"340 Main St, City 7, State 7",Knee Replacement,27447,Orthopedics,11412,Uninsured,11,4.3
Hospital 67,City 7,State 7,33157,"408 Main St, City 7, State 7",Cardiac Stress Test,93015,Cardiology,18749,Uninsured,54,3.3
Hospital 67,City 7,State 7,97048,"816 Main St, City 7, State 7",Colonoscopy,45378,Gastroenterology,2743,Private,12,4.8
Hospital 67,City 7,State 7,13089,"230 Main St, City 7, State 7",Ultrasound,76801,Radiology,16042,Medicare,21,2.8
Hospital 68,City 8,State 8,61119,"768 Main St, City 8, State 8",MRI,70551,Radiology,8901,Private,25,2.6
Hospital 68,City 8,State 8,88988,"829 Main St, City 8, State 8",X-Ray,71020,Radiology,15996,Medicare,9,3
Hospital 68,City 8,State 8,40050,"712 Main St, City 8, State 8",Blood Test,85025,Laboratory,9199,Medicare,12,4.8
Hospital 68,City 8,State 8,10403,"780 Main St, City 8, State 8",Appendectomy,44950,Surgery,4272,Medicare,37,3.4
